"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","DraftKings","AVG"
"462","Jeff Driskel","WAS","10 ","QB51","403","","","","","403.0"
"463","C.J.","Ham","","RB120","404","","","","","404.0"
"464","Chad Williams","","","WR161","405","","","","","405.0"
"465","Nathan Peterman","","","QB52","406","","","","","406.0"
"466","Jaelen Strong","","","WR162","407","","","","","407.0"
"467","T.J. Jones","","","WR163","408","","","","","408.0"
"468","Isaiah McKenzie","","","WR164","409","","","","","409.0"
"469","Cody Thompson","","","WR165","410","","","","","410.0"
"470","Anthony Firkser","WAS","10","TE69","412","","","","","412.0"
"471","David Fluellen","","","RB121","413","","","","","413.0"
"472","Taylor Bertolet","","","K36","414","","","","","414.0"
"473","Andre Roberts","","","WR166","415","","","","","415.0"
"474","Javon Wims","","","WR167","416","","","","","416.0"
"475","Kaden Smith","","","TE70","417","","","","","417.0"
"476","Khalfani Muhammad","","","RB122","418","","","","","418.0"
"477","David Sills V","TB","7","WR168","419","","","","","419.0"
"478","Michael Roberts","","","TE71","420","","","","","420.0"
"479","LeGarrette Blount","","","RB123","421","","","","","421.0"
"480","Juwann Winfree","","","WR169","422","","","","","422.0"
"481","Marcell Ateman","","","WR170","423","","","","","423.0"
"482","Gardner Minshew II","ARI","12","QB53","424","","","","","424.0"
"483","T.J. Logan ","","","RB124","425","","","","","425.0"
"484","Kaare Vedvik","","","K37","426","","","","","426.0"
"485","Tim Boyle","","","QB54","427","","","","","427.0"
"486","Josh Malone","","","WR171","428","","","","","428.0"
"487","Rhett Ellison","","","TE72","429","","","","","429.0"
"488","Dan Arnold","","","TE73","430","","","","","430.0"
"489","Randy Bullock","","","K38","431","","","","","431.0"
"490","Luke Willson","","","TE74","432","","","","","432.0"
"491","Trevor Siemian","ATL","9 ","QB55","433","","","","","433.0"
"492","Cody Core","","","WR172","434","","","","","434.0"
"493","Virgil Green","","","TE75","435","","","","","435.0"
"494","Anthony Johnson","","","DT1","436","","","","","436.0"
"495","Taiwan Jones","","","RB125","437","","","","","437.0"
"496","Aldrick Robinson","","","WR173","438","","","","","438.0"
"497","James Develin ","","","RB126","439","","","","","439.0"
"498","Darius Jackson","","","RB127","440","","","","","440.0"
"499","Drew Sample","CIN","9","TE76","441","","","","","441.0"
"500","Ryan Griffin ","","","TE77","442","","","","","442.0"
"501","Ross Dwelley","","","TE78","443","","","","","443.0"
"502","Mike Glennon","","","QB56","445","","","","","445.0"
"503","Duke Williams","","","S1","446","","","","","446.0"
"504","Lance Kendricks","","","TE79","447","","","","","447.0"
"505","Bruce Ellington","","","WR174","448","","","","","448.0"
"506","Detrez Newsome","","","RB128","449","","","","","449.0"
"507","Marshawn Lynch","","","RB129","450","","","","","450.0"
"508","Geno Smith","NYJ","4","QB57","451","","","","","451.0"
"509","Dalton Schultz","HOU","10","TE80","452","","","","","452.0"
"510","Trenton Cannon","","","RB130","453","","","","","453.0"
"511","Joshua Dobbs","","","QB58","454","","","","","454.0"
"512","Russell Shepard","","","WR175","456","","","","","456.0"
"513","Austin Carr","","","WR176","457","","","","","457.0"
"514","Alex Barnes","","","RB131","458","","","","","458.0"
"515","DeAndre Carter","","","WR177","460","","","","","460.0"
"516","Corey Grant","","","RB132","461","","","","","461.0"
"517","Greg Joseph","","","K39","462","","","","","462.0"
"518","Damiere Byrd","","","WR178","463","","","","","463.0"
"519","Garrett Celek ","","","TE81","464","","","","","464.0"
"520","Sean Mannion","","","QB59","465","","","","","465.0"
"521","Bennie Fowler","III","","WR179","466","","","","","466.0"
"522","Jeremy Sprinkle","","","TE82","467","","","","","467.0"
"523","Brandon Bolden","","","RB133","468","","","","","468.0"
"524","D'Ernest Johnson","","","RB134","469","","","","","469.0"
"525","Jazz Ferguson","","","WR180","470","","","","","470.0"
"526","Matt Moore","","","QB60","471","","","","","471.0"
"527","Trent Sherfield Sr.","BUF","6","WR181","474","","","","","474.0"
"528","Emanuel Hall","","","WR182","475","","","","","475.0"
"529","Jacquizz Rodgers","","","RB135","478","","","","","478.0"
"530","Colt McCoy","","","QB61","479","","","","","479.0"
"531","Jason Croom","","","TE83","480","","","","","480.0"
"532","Alex Erickson","","","WR183","481","","","","","481.0"
"533","Laquon Treadwell","IND","6","WR184","482","","","","","482.0"
"534","Blake Bell","","","TE84","483","","","","","483.0"
"535","Lil'Jordan Humphrey","DEN","10","WR185","484","","","","","484.0"
"536","Kerrith Whyte Jr.","","","RB136","486","","","","","486.0"
"537","Austin Seibert","","","K40","487","","","","","487.0"
"538","Terrelle Pryor Sr.","","","WR186","489","","","","","489.0"
"539","Tyler Higbee","LAR","9","TE85","661","","","","","490.5"
"540","Chandler Catanzaro","","","K41","491","","","","","491.0"
"541","Drew Stanton","","","QB62","492","","","","","492.0"
"542","Jason Sanders","NYJ","4","K42","493","","","","","493.0"
"543","Josh Ferguson","","","RB137","494","","","","","494.0"
"544","Jarrett Stidham","DEN","10","QB63","495","","","","","495.0"
"545","Erik Swoope","","","TE86","496","","","","","496.0"
"546","John Ursua","","","WR187","497","","","","","497.0"
"547","J'Mon Moore","","","WR188","498","","","","","498.0"
"548","Blaine Gabbert","","","QB64","499","","","","","499.0"
"549","C.J. Beathard","","","QB65","500","","","","","500.0"
"550","Benny Cunningham Jr.","","","RB138","501","","","","","501.0"
"551","Dylan Cantrell","","","WR189","502","","","","","502.0"
"552","Jeremy McNichols","WAS","10","RB139","503","","","","","503.0"
"553","Ryan Finley","","","QB66","505","","","","","505.0"
"554","Jordan Taylor","","","WR190","506","","","","","506.0"
"555","Javorius Allen","","","RB140","508","","","","","508.0"
"556","Maxx Williams","","","TE87","510","","","","","510.0"
"557","Nate Sudfeld","","","QB67","511","","","","","511.0"
"558","Zane Gonzalez","MIA","5","K43","512","","","","","512.0"
"559","Cairo Santos","CHI","6","K44","516","","","","","516.0"
"560","Chad Henne","","","QB68","517","","","","","517.0"
"561","Maurice Harris","","","WR191","519","","","","","519.0"
"562","Josh Hill","","","TE88","522","","","","","522.0"
"563","Matt Schaub","","","QB69","523","","","","","523.0"
"564","Brett Hundley","","","QB70","524","","","","","524.0"
"565","Emmanuel Butler","","","WR192","527","","","","","527.0"
"566","Seth Roberts","","","WR193","531","","","","","531.0"
"567","Chris Warren","III","","RB141","532","","","","","532.0"
"568","Brandon Powell","","","WR194","533","","","","","533.0"
"569","Jacob Hollister","","","TE89","534","","","","","534.0"
"570","Kelvin Benjamin","","","WR195","537","","","","","537.0"
"571","Matt Barkley","","","QB71","539","","","","","539.0"
"572","Torrey Smith","","","WR196","540","","","","","540.0"
"573","Mason Rudolph","PIT","7 ","QB72","541","","","","","541.0"
"574","James Williams","","","RB142","542","","","","","542.0"
"575","Jake Butt","","","TE90","543","","","","","543.0"
"576","Xavier Grimble","","","TE91","544","","","","","544.0"
"577","Dwayne Allen","","","TE92","545","","","","","545.0"
"578","Cincinnati Bengals","DST","9","DST29","546","","","","","546.0"
"579","Rod Smith","","","RB143","548","","","","","548.0"
"580","Samaje Perine","CIN","9","RB144","553","","","","","553.0"
"581","Tavon Austin","","","WR197","554","","","","","554.0"
"582","Braxton Berrios","NYG","11","WR198","555","","","","","555.0"
"583","Doug Martin","","","RB145","556","","","","","556.0"
"584","John Kelly Jr.","","","RB146","557","","","","","557.0"
"585","DeShone Kizer","","","QB73","558","","","","","558.0"
"586","Jarius Wright","","","WR199","560","","","","","560.0"
"587","Scotty Miller","CHI","6 ","WR200","561","","","","","561.0"
"588","Josh McCown","","","QB74","562","","","","","562.0"
"589","Kahale Warring","","","TE93","563","","","","","563.0"
"590","AJ McCarron","","","QB75","565","","","","","565.0"
"591","Theo Riddick","","","RB147","566","","","","","566.0"
"592","Demetrius Harris","","","TE94","568","","","","","568.0"
"593","Byron Pringle","","","WR201","570","","","","","570.0"
"594","Chase Daniel","","","QB76","572","","","","","572.0"
"595","Tampa Bay Buccaneers","DST","7","DST30","573","","","","","573.0"
"596","Tajae Sharpe","","","WR202","574","","","","","574.0"
"597","Cameron Meredith","","","WR203","575","","","","","575.0"
"598","Dwayne Washington","","","RB148","577","","","","","577.0"
"599","Bruce Anderson","III","","RB149","578","","","","","578.0"
"600","Cameron Artis-Payne","","","RB150","580","","","","","580.0"
"601","Darius Slayton","NYG","11","WR204","582","","","","","582.0"
"602","Josh Adams","","","RB151","583","","","","","583.0"
"603","Trayveon Williams","","","RB152","584","","","","","584.0"
"604","Martavis Bryant","","","WR205","585","","","","","585.0"
"605","Austin Seferian-Jenkins","","","TE95","586","","","","","586.0"
"606","Mark Walton","","","RB153","588","","","","","588.0"
"607","Zach Zenner","","","RB154","590","","","","","590.0"
"608","Las Vegas Raiders","DST","","DST31","591","","","","","591.0"
"609","Allen Hurns","","","WR206","594","","","","","594.0"
"610","Kendrick Bourne","ARI","12","WR207","597","","","","","597.0"
"611","Jordan Matthews","","","TE96","598","","","","","598.0"
"612","Travis Homer","PIT","7","RB155","601","","","","","601.0"
"613","Wendell Smallwood","","","RB156","603","","","","","603.0"
"614","Spencer Ware","","","RB157","604","","","","","604.0"
"615","Kevin White","","","WR208","606","","","","","606.0"
"616","Ryan Grant","","","WR209","607","","","","","607.0"
"617","Bilal Powell","","","RB158","608","","","","","608.0"
"618","J.J. Nelson","","","WR210","609","","","","","609.0"
"619","Eli Rogers","","","WR211","610","","","","","610.0"
"620","J.D. McKissic","","","RB159","611","","","","","611.0"
"621","Andre Ellington","","","RB160","612","","","","","612.0"
"622","C.J. Prosise ","","","RB161","613","","","","","613.0"
"623","Corey Clement","","","RB162","615","","","","","615.0"
"624","Elijah Holyfield","","","RB163","616","","","","","616.0"
"625","Tyrod Taylor","GB","11","QB77","618","","","","","618.0"
"626","Kelvin Harmon","","","WR212","620","","","","","620.0"
"627","Paul Perkins","","","RB164","622","","","","","622.0"
"628","Ameer Abdullah","JAC","10","RB165","623","","","","","623.0"
"629","Mike Weber","NYG","11","RB166","627","","","","","627.0"
"630","Mo Alie-Cox","IND","6","TE97","630","","","","","630.0"
"631","Bryce Love","","","RB167","631","","","","","631.0"
"632","Will Grier","CAR","7","QB78","632","","","","","632.0"
"633","Drew Lock","SEA","11","QB79","634","","","","","634.0"
"634","Nick Vannett","LAR","9","TE98","635","","","","","635.0"
"635","Robert Griffin","III","","QB80","636","","","","","636.0"
"636","Justin Watson","HOU","10","WR213","637","","","","","637.0"
"637","Jordan Wilkins","","","RB168","641","","","","","641.0"
"638","Jeff Heuerman","","","TE99","643","","","","","643.0"
"639","Teddy Bridgewater","DET","5","QB81","644","","","","","644.0"
"640","Blake Bortles","","","QB82","645","","","","","645.0"
"641","Myles Gaskin","","","RB169","650","","","","","650.0"
"642","Nick Mullens","JAC","10","QB83","652","","","","","652.0"
"643","Chester Rogers ","","","WR214","653","","","","","653.0"
"644","Devontae Booker","","","RB170","654","","","","","654.0"
"645","Kyle Juszczyk","SF","4","RB171","655","","","","","655.0"
"646","Tim Patrick","NYJ","4","WR215","657","","","","","657.0"
"647","Tyler Kroft","","","TE100","658","","","","","658.0"
"648","Jonnu Smith","","","TE101","660","","","","","660.0"
"649","Keith Kirkwood","","","WR216","662","","","","","662.0"
"650","Taywan Taylor","","","WR217","664","","","","","664.0"
"651","Gary Jennings Jr. ","","","WR218","666","","","","","666.0"
"652","Ryan Switzer","","","WR219","667","","","","","667.0"
"653","Dontrelle Inman","","","WR220","668","","","","","668.0"
